0,10000,50,1,1,116.167423
0,20000,50,2,1,231.530173
0,30000,50,3,1,348.312742
0,40000,50,4,1,463.614159

1,10000,50,1,12,14.299487
1,20000,50,2,24,15.193382
1,30000,50,3,36,15.529367
1,40000,50,4,48,16.136282




0,10000,50,1,1,116.051606
0,20000,50,2,1,231.957722
0,30000,50,3,1,348.502710
0,40000,50,4,1,465.799213
