1,10000, 10000, 10000, 31.010636, 64.494001
1,10000, 10000, 10000, 30.857432, 64.814207
1,10000, 10000, 10000, 30.831497, 64.868729
1,10000, 10000, 10000, 31.110160, 64.287679
1,10000, 10000, 10000, 30.745197, 65.050812
2,10000, 10000, 10000, 16.064664, 124.496850
2,10000, 10000, 10000, 16.133681, 123.964274
2,10000, 10000, 10000, 16.132305, 123.974848
2,10000, 10000, 10000, 16.050067, 124.610070
2,10000, 10000, 10000, 16.032655, 124.745403
3,10000, 10000, 10000, 16.077924, 124.394168
3,10000, 10000, 10000, 16.014504, 124.886789
3,10000, 10000, 10000, 16.072402, 124.436906
3,10000, 10000, 10000, 16.044448, 124.653709
3,10000, 10000, 10000, 16.017233, 124.865510
4,10000, 10000, 10000, 10.772405, 185.659561
4,10000, 10000, 10000, 10.787324, 185.402794
4,10000, 10000, 10000, 10.843814, 184.436960
4,10000, 10000, 10000, 10.807929, 185.049332
4,10000, 10000, 10000, 10.759559, 185.881222
5,10000, 10000, 10000, 8.185167, 244.344443
5,10000, 10000, 10000, 8.165923, 244.920277
5,10000, 10000, 10000, 8.205560, 243.737188
5,10000, 10000, 10000, 8.150339, 245.388563
5,10000, 10000, 10000, 8.180596, 244.480967
6,10000, 10000, 10000, 5.581529, 358.324730
6,10000, 10000, 10000, 5.558182, 359.829890
6,10000, 10000, 10000, 5.577670, 358.572649
6,10000, 10000, 10000, 5.604118, 356.880449
6,10000, 10000, 10000, 5.610873, 356.450759
7,10000, 10000, 10000, 5.611760, 356.394424
7,10000, 10000, 10000, 5.582885, 358.237726
7,10000, 10000, 10000, 5.570056, 359.062846
7,10000, 10000, 10000, 5.632075, 355.108918
7,10000, 10000, 10000, 5.568063, 359.191341
8,10000, 10000, 10000, 4.283832, 466.871700
8,10000, 10000, 10000, 4.292827, 465.893449
8,10000, 10000, 10000, 4.254620, 470.077193
8,10000, 10000, 10000, 4.257077, 469.805877
8,10000, 10000, 10000, 4.252237, 470.340638
9,10000, 10000, 10000, 4.288454, 466.368571
9,10000, 10000, 10000, 4.265303, 468.899874
9,10000, 10000, 10000, 4.291496, 466.037915
9,10000, 10000, 10000, 4.287490, 466.473433
9,10000, 10000, 10000, 4.269910, 468.393961
10,10000, 10000, 10000, 3.844080, 520.280473
10,10000, 10000, 10000, 3.874462, 516.200758
10,10000, 10000, 10000, 3.851115, 519.330112
10,10000, 10000, 10000, 3.837426, 521.182700
10,10000, 10000, 10000, 3.837878, 521.121358
11,10000, 10000, 10000, 3.503551, 570.849439
11,10000, 10000, 10000, 3.500202, 571.395634
11,10000, 10000, 10000, 3.490523, 572.980013
11,10000, 10000, 10000, 3.481028, 574.542918
11,10000, 10000, 10000, 3.501635, 571.161749
12,10000, 10000, 10000, 3.087268, 647.822001
12,10000, 10000, 10000, 3.094101, 646.391326
12,10000, 10000, 10000, 3.089518, 647.350119
12,10000, 10000, 10000, 3.111055, 642.868671
12,10000, 10000, 10000, 3.088851, 647.489883
13,10000, 10000, 10000, 3.078054, 649.761121
13,10000, 10000, 10000, 3.072286, 650.981048
13,10000, 10000, 10000, 3.099472, 645.271122
13,10000, 10000, 10000, 3.064284, 652.680986
13,10000, 10000, 10000, 3.099316, 645.303667
14,10000, 10000, 10000, 2.687225, 744.262235
14,10000, 10000, 10000, 2.663900, 750.779019
14,10000, 10000, 10000, 2.682087, 745.688097
14,10000, 10000, 10000, 2.640501, 757.432130
14,10000, 10000, 10000, 2.686269, 744.527198
15,10000, 10000, 10000, 2.565817, 779.478766
15,10000, 10000, 10000, 2.561427, 780.814789
15,10000, 10000, 10000, 2.589237, 772.428341
15,10000, 10000, 10000, 2.582400, 774.473221
15,10000, 10000, 10000, 2.570642, 778.015680
16,10000, 10000, 10000, 2.564918, 779.752037
16,10000, 10000, 10000, 2.565244, 779.652821
16,10000, 10000, 10000, 2.568825, 778.565986
16,10000, 10000, 10000, 2.568791, 778.576349
16,10000, 10000, 10000, 2.574575, 776.827331
17,10000, 10000, 10000, 2.510331, 796.707598
17,10000, 10000, 10000, 2.500774, 799.752302
17,10000, 10000, 10000, 2.504407, 798.592325
17,10000, 10000, 10000, 2.509893, 796.846655
17,10000, 10000, 10000, 2.532013, 789.885425
18,10000, 10000, 10000, 2.234192, 895.178332
18,10000, 10000, 10000, 2.241174, 892.389272
18,10000, 10000, 10000, 2.261657, 884.307314
18,10000, 10000, 10000, 2.269831, 881.122721
18,10000, 10000, 10000, 2.275366, 878.979528
19,10000, 10000, 10000, 2.257943, 885.761944
19,10000, 10000, 10000, 2.263826, 883.460078
19,10000, 10000, 10000, 2.269467, 881.264062
19,10000, 10000, 10000, 2.257617, 885.889833
19,10000, 10000, 10000, 2.236935, 894.080662
20,10000, 10000, 10000, 2.143034, 933.256446
20,10000, 10000, 10000, 2.137353, 935.736846
20,10000, 10000, 10000, 2.120941, 942.977652
20,10000, 10000, 10000, 2.128919, 939.443845
20,10000, 10000, 10000, 2.145731, 932.083100
21,10000, 10000, 10000, 2.144686, 932.537305
21,10000, 10000, 10000, 2.138515, 935.228431
21,10000, 10000, 10000, 2.139346, 934.864943
21,10000, 10000, 10000, 2.137325, 935.749303
21,10000, 10000, 10000, 2.123131, 942.004787
22,10000, 10000, 10000, 2.018265, 990.950365
22,10000, 10000, 10000, 2.015725, 992.199054
22,10000, 10000, 10000, 2.027037, 986.661989
22,10000, 10000, 10000, 2.064437, 968.787173
22,10000, 10000, 10000, 2.037965, 981.370984
23,10000, 10000, 10000, 1.938866, 1031.531068
23,10000, 10000, 10000, 1.952718, 1024.213616
23,10000, 10000, 10000, 1.934396, 1033.914414
23,10000, 10000, 10000, 1.941357, 1030.207061
23,10000, 10000, 10000, 1.989249, 1005.404719
24,10000, 10000, 10000, 1.869821, 1069.621142
24,10000, 10000, 10000, 1.916644, 1043.490644
24,10000, 10000, 10000, 1.874904, 1066.721345
24,10000, 10000, 10000, 1.899946, 1052.661584
24,10000, 10000, 10000, 1.877956, 1064.987701
25,10000, 10000, 10000, 1.883439, 1061.887064
25,10000, 10000, 10000, 1.873652, 1067.434139
25,10000, 10000, 10000, 1.898704, 1053.350032
25,10000, 10000, 10000, 1.914681, 1044.560434
25,10000, 10000, 10000, 1.884249, 1061.430919
26,10000, 10000, 10000, 1.866935, 1071.274835
26,10000, 10000, 10000, 1.846808, 1082.949481
26,10000, 10000, 10000, 1.854517, 1078.448147
26,10000, 10000, 10000, 1.853775, 1078.879600
26,10000, 10000, 10000, 1.850260, 1080.929458
27,10000, 10000, 10000, 1.730936, 1155.444233
27,10000, 10000, 10000, 1.714395, 1166.592307
27,10000, 10000, 10000, 1.734288, 1153.210717
27,10000, 10000, 10000, 1.741887, 1148.180412
27,10000, 10000, 10000, 1.736644, 1151.646188
28,10000, 10000, 10000, 1.759325, 1136.799938
28,10000, 10000, 10000, 1.740485, 1149.104791
28,10000, 10000, 10000, 1.721088, 1162.055666
28,10000, 10000, 10000, 1.739416, 1149.811444
28,10000, 10000, 10000, 1.733424, 1153.785825
29,10000, 10000, 10000, 1.757089, 1138.246249
29,10000, 10000, 10000, 1.720906, 1162.178631
29,10000, 10000, 10000, 1.746920, 1144.872399
29,10000, 10000, 10000, 1.728707, 1156.933763
29,10000, 10000, 10000, 1.683440, 1188.043615
30,10000, 10000, 10000, 1.673238, 1195.287260
30,10000, 10000, 10000, 1.648099, 1213.519557
30,10000, 10000, 10000, 1.666758, 1199.934303
30,10000, 10000, 10000, 1.691496, 1182.385034
30,10000, 10000, 10000, 1.650494, 1211.758663
31,10000, 10000, 10000, 1.660526, 1204.437895
31,10000, 10000, 10000, 1.689136, 1184.037433
31,10000, 10000, 10000, 1.679824, 1190.601070
31,10000, 10000, 10000, 1.647909, 1213.659401
31,10000, 10000, 10000, 1.658590, 1205.843670
32,10000, 10000, 10000, 1.679165, 1191.067975
32,10000, 10000, 10000, 1.705652, 1172.571910
32,10000, 10000, 10000, 1.696436, 1178.942524
32,10000, 10000, 10000, 1.659045, 1205.512498
32,10000, 10000, 10000, 1.664802, 1201.343942
33,10000, 10000, 10000, 1.649764, 1212.294578
33,10000, 10000, 10000, 1.726785, 1158.222011
33,10000, 10000, 10000, 1.675506, 1193.669428
33,10000, 10000, 10000, 1.694145, 1180.536700
33,10000, 10000, 10000, 1.639452, 1219.919997
34,10000, 10000, 10000, 1.687220, 1185.381871
34,10000, 10000, 10000, 1.711436, 1168.609242
34,10000, 10000, 10000, 1.680048, 1190.442185
34,10000, 10000, 10000, 1.700258, 1176.291801
34,10000, 10000, 10000, 1.695633, 1179.500721
35,10000, 10000, 10000, 1.576867, 1268.338031
35,10000, 10000, 10000, 1.580089, 1265.751412
35,10000, 10000, 10000, 1.591953, 1256.318440
35,10000, 10000, 10000, 1.595209, 1253.754412
35,10000, 10000, 10000, 1.587329, 1259.978512
36,10000, 10000, 10000, 1.601771, 1248.618224
36,10000, 10000, 10000, 1.609205, 1242.849871
36,10000, 10000, 10000, 1.597573, 1251.898699
36,10000, 10000, 10000, 1.594068, 1254.651461
36,10000, 10000, 10000, 1.588256, 1259.242675
